game_id,book_name,team_id,a_team_id,price1,price2
21700105,Bovada,1610612749,1610612766,150,-170
21700106,Bovada,1610612754,1610612739,375,-550
21700107,Bovada,1610612737,1610612755,260,-320
21700108,Bovada,1610612756,1610612764,475,-750
21700109,Bovada,1610612758,1610612738,600,-1000
21700110,Bovada,1610612741,1610612748,375,-550
21700111,Bovada,1610612745,1610612752,-235,195
21700112,Bovada,1610612753,1610612763,125,-145
21700113,Bovada,1610612750,1610612740,110,-130
21700114,Bovada,1610612761,1610612743,-105,-115
21700115,Bovada,1610612757,1610612762,140,-160
21700116,Bovada,1610612742,1610612746,410,-620
21700117,Bovada,1610612744,1610612759,-360,280
21700118,Bovada,1610612747,1610612757,190,-230
21700119,Bovada,1610612749,1610612765,105,-125
21700120,Bovada,1610612741,1610612753,270,-340
21700121,Bovada,1610612754,1610612755,155,-175
21700122,Bovada,1610612739,1610612764,120,-140
21700123,Bovada,1610612745,1610612737,-450,325
21700124,Bovada,1610612756,1610612752,155,-175
21700125,Bovada,1610612740,1610612742,-190,165
21700126,Bovada,1610612766,1610612759,160,-180
21700127,Bovada,1610612748,1610612743,185,-225
21700128,Bovada,1610612761,1610612762,100,-120
21700129,Bovada,1610612738,1610612760,200,-240
21700130,Bovada,1610612751,1610612747,130,-150
21700131,Bovada,1610612763,1610612746,170,-200
21700132,Bovada,1610612758,1610612765,315,-430
21700133,Bovada,1610612740,1610612741,-210,175
21700134,Bovada,1610612742,1610612750,525,-850
21700135,Bovada,1610612744,1610612743,-420,310
21700136,Bovada,1610612737,1610612739,550,-900
21700137,Bovada,1610612748,1610612746,180,-220
21700138,Bovada,1610612738,1610612753,-165,145
21700139,Bovada,1610612764,1610612761,225,-265
21700140,Bovada,1610612762,1610612745,200,-240
21700141,Bovada,1610612756,1610612759,350,-500
21700142,Bovada,1610612754,1610612752,-115,-105
21700143,Bovada,1610612766,1610612750,170,-200
21700144,Bovada,1610612760,1610612757,-160,140
21700145,Bovada,1610612763,1610612747,-150,130
21700146,Bovada,1610612738,1610612737,-380,290
21700147,Bovada,1610612751,1610612756,-115,-105
21700148,Bovada,1610612748,1610612744,725,-1300
